sentiment|sentence|sentiment_score|confidence_rating|explanation_score|explanation|processed|vector|results|fold|SVM|NB|LR|RF
1|Reversible plug works great.|1.0|0.9666666666666668|1.0|The general sentiment is positive as all explanations highlight the effectiveness and functionality of the reversible plug, expressing satisfaction with its performance.|['revers', 'plug', 'work', 'great', '.']|[0. 0. 0. ... 0. 0. 0.]|0.8412430882453918|0.0|1|1|1|1
0|I wasted my little money with this earpiece.|-0.8333333333333334|0.8666666666666667|0.8333333333333334|"Overall, the explanations suggest a highly negative sentiment towards the earpiece, emphasizing the use of words like ""wasted"" and ""little money"" to express dissatisfaction and regret with the purchase."|['wast', 'littl', 'money', 'earpiec', '.']|[0. 0. 0. ... 0. 0. 0.]|0.144526720046997|1.0|0|0|0|0
1|Very good phone.|0.9333333333333332|0.9|0.9333333333333332|"The explanations suggest that the phrase ""Very good phone"" indicates a positive sentiment, as it signifies a positive evaluation with a high degree of goodness."|['good', 'phone', '.']|[0. 0. 0. ... 0. 0. 0.]|0.868484616279602|4.0|1|1|1|1
1|Best of all is the rotating feature, very helpful.|0.9|0.8333333333333334|0.9666666666666668|"The explanations indicate that the statement has a highly positive sentiment towards the rotating feature, with words like ""best"" and ""very helpful"" being used to describe it."|['best', 'rotat', 'featur', ',', 'help', '.']|[0. 0. 0. ... 0. 0. 0.]|0.8110945224761963|4.0|1|1|1|1
1|Comfort for our whole family.|0.9|0.8333333333333334|0.8666666666666667|"The phrase ""Comfort for our whole family"" expresses a positive sentiment by suggesting that the product or service provides a sense of well-being, satisfaction, and comfort to the entire family."|['comfort', 'whole', 'famili', '.']|[0. 0. 0. ... 0. 0. 0.]|0.764083981513977|4.0|1|1|1|1
1|Good product, good seller.|1.0|0.9|0.9333333333333332|"The text consistently expresses positive sentiment towards both the product and the seller, with the use of the word ""good"" indicating satisfaction."|['good', 'product', ',', 'good', 'seller', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5726101398468018|0.0|1|1|1|1
1|I love this bluetooth!|1.0|0.9|0.9333333333333332|"The overall sentiment expressed in the statement ""I love this Bluetooth!"" is highly positive and indicates a strong affection for the device."|['love', 'bluetooth']|[0. 0. 0. ... 0. 0. 0.]|0.8639276623725891|2.0|1|1|1|1
0|First of all, it doesn't wear well.|-0.1333333333333333|0.8000000000000002|0.8666666666666667|The overall sentiment expressed in the explanations is negative, indicating dissatisfaction or a negative experience with a subject that is not durable or long-lasting.|['first', ',', 'wear', 'well', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5682721734046936|3.0|1|1|1|1
1|I am very impressed with this headset from Plantronics.|0.9333333333333332|0.9|1.0|The statement indicates a very positive sentiment towards the Plantronics headset, with the user being impressed and satisfied with the product.|['impress', 'headset', 'plantron', '.']|[0. 0. 0. ... 0. 0. 0.]|0.363745778799057|4.0|0|1|0|0
1|I got it because it was so small and adorable.|0.7666666666666666|0.8666666666666667|0.9|"The text expresses a positive sentiment towards something small and adorable, with the words ""small"" and ""adorable"" indicating a positive emotional response, thereby demonstrating a clear positive sentiment from the user's explanation."|['got', 'small', 'ador', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3503333628177643|1.0|0|1|0|0
1|Great phone!.|1.0|0.9666666666666668|1.0|"The general consensus from the explanations is that the statement ""Great phone!"" expresses a clear and unambiguous positive sentiment, emphasizing a high level of satisfaction."|['great', 'phone', '.']|[0. 0. 0. ... 0. 0. 0.]|0.9177008271217346|3.0|1|1|1|1
0|I wouldn't recommend buying this product.|-0.7333333333333334|0.8666666666666667|0.8333333333333334|"The explanations suggest that there is a consistent negative sentiment towards the product, with a strong indication of not recommending it due to the use of words like ""wouldn't"" and ""not recommend."""|['recommend', 'buy', 'product', '.']|[0. 0. 0. ... 0. 0. 0.]|0.642828643321991|3.0|0|0|0|0
0|Piece of Junk.|-0.8666666666666667|0.85|0.9|"The phrase ""Piece of Junk"" is characterized by strong negative sentiment due to the use of derogatory language and the implication of low quality or value."|['piec', 'junk', '.']|[0. 0. 0. ... 0. 0. 0.]|0.2593182623386383|1.0|0|0|0|0
0|Poorly contstruct hinge.|-0.6999999999999998|0.8333333333333334|0.5666666666666668|The summary explanation indicates a consistent negative sentiment towards the poorly constructed hinge, highlighting dissatisfaction and frustration with its quality.|['poorli', 'contstruct', 'hing', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3494965434074402|4.0|0|0|0|0
1|This item is great, installed it, let it charged up overnite and it has been working good every since with no problems|0.9333333333333332|0.9|0.9|The user's statement indicates a positive sentiment, expressing satisfaction with the item's performance and noting that it has been working well without any issues since being installed and charged overnight.|['item', 'great', ',', 'instal', ',', 'let', 'charg', 'overnit', 'work', 'good', 'everi', 'sinc', 'problem']|[0. 0. 0. ... 0. 0. 0.]|0.7801492810249329|2.0|1|1|1|1
1|Great Phone.|1.0|0.9333333333333332|1.0|"The majority of explanations indicate that the phrase ""Great Phone"" has a very positive sentiment and is expressed with strong confidence and clarity, leaving no room for doubt or ambiguity."|['great', 'phone', '.']|[0. 0. 0. ... 0. 0. 0.]|0.9134088158607484|4.0|1|1|1|1
0|Don't buy it.|-0.8000000000000002|0.8333333333333334|0.9|"The phrase ""Don't buy it"" is given a high negative sentiment rating due to its explicit discouragement of purchasing and clear expression of dissatisfaction, which contributes to a high confidence rating and grade."|['buy', '.']|[0. 0. 0. ... 0. 0. 0.]|0.1510378867387771|4.0|0|0|0|0
1|Excellent Phone.|1.0|0.9|0.9333333333333332|"The phrase ""Excellent Phone"" is a highly positive and straightforward expression, using the word ""excellent"" to convey a high level of satisfaction and positivity."|['excel', 'phone', '.']|[0. 0. 0. ... 0. 0. 0.]|0.8912606835365295|1.0|1|1|1|1
0|DO NOT PURCHASE THIS PHONE.|-0.9|0.8666666666666667|0.8666666666666667|The user's explanations consistently express a strong negative sentiment towards purchasing the phone, indicating clear dissatisfaction and a strong dislike for the product.|['purchas', 'phone', '.']|[0. 0. 0. ... 0. 0. 0.]|0.6300308108329773|0.0|0|1|0|1
1|The voice recognition thru the handset is excellent.|0.9666666666666668|0.8833333333333333|0.9666666666666668|The overall sentiment is highly positive with a strong indication of satisfaction due to the excellent voice recognition through the handset.|['voic', 'recognit', 'thru', 'handset', 'excel', '.']|[0. 0. 0. ... 0. 0. 0.]|0.7473713755607605|2.0|1|1|1|1
1|This is hands down the best phone I've ever had.|1.0|0.9333333333333332|0.9333333333333332|The overall sentiment expressed in the explanations is highly positive, as the user consistently describes the phone as the best they've ever had, emphasizing their strong and confident opinion.|"['hand', 'best', 'phone', ""i'v"", 'ever', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.8297790884971619|4.0|1|1|1|1
1|Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen.|0.8666666666666667|0.9166666666666666|0.8666666666666667|The overall sentiment of the explanations is positive, as the user praises the phone for working well and protecting the screen from their cat's attack.|['work', 'great', ',', 'cat', 'attack', 'phone', 'scratch', 'protect', 'strip', 'instead', 'destroy', 'screen', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5304693579673767|2.0|1|1|1|1
1|This one works and was priced right.|0.8000000000000002|0.9|0.9|The explanations suggest that the statement expresses a positive sentiment as the user is satisfied with the product's functionality and pricing.|['one', 'work', 'price', 'right', '.']|[0. 0. 0. ... 0. 0. 0.]|0.7673205733299255|4.0|1|1|1|1
0|Customer service was terrible.|-0.8666666666666667|0.9333333333333332|0.8333333333333334|"The phrase ""terrible customer service"" carries a strong negative connotation, indicating a highly negative sentiment towards the customer service experience."|['custom', 'servic', 'terribl', '.']|[0. 0. 0. ... 0. 0. 0.]|0.238309696316719|2.0|0|0|0|0
0|Battery life still not long enough in Motorola Razor V3i.|-0.6000000000000001|0.7666666666666666|0.8333333333333334|The sentiment score for the Motorola Razor V3i's battery life is moderately negative, with a clear and well-reasoned explanation that justifies this sentiment.|['batteri', 'life', 'still', 'long', 'enough', 'motorola', 'razor', 'v3i', '.']|[0. 0. 0. ... 0. 0. 0.]|0.1079229563474655|4.0|0|0|0|0
0|Sending it back.|-0.7333333333333334|0.8666666666666667|0.8333333333333334|"The phrase ""Sending it back"" has a consistently negative sentiment (-0.8) across the explanations, indicating dissatisfaction or disappointment with the object in question. The rating is confident due to the clear and straightforward expression of negative emotion."|['send', 'back', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3391404151916504|0.0|0|0|0|0
1|Now I know that I made a wise decision.|0.8333333333333334|0.8000000000000002|0.9333333333333332|"The users express positive sentiment, satisfaction, and confidence in their decision, as indicated by the use of the phrase ""wise decision""."|['know', 'made', 'wise', 'decis', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3391404151916504|0.0|0|0|0|0
1|Someone shouldve invented this sooner.|0.7000000000000001|0.8333333333333334|0.8666666666666667|The explanations indicate that the statement expresses a positive sentiment towards the invention, as the user is praising it and suggesting it should have been created earlier, implying that it is seen as valuable and its absence in the past is viewed as a missed opportunity.|['someon', 'shouldv', 'invent', 'sooner', '.']|[0. 0. 0. ... 0. 0. 0.]|0.350693017244339|2.0|0|0|0|0
1|Good price.|0.8666666666666667|0.8666666666666667|0.9333333333333332|"The phrase ""good price"" suggests positivity and satisfaction with the cost of a product or service, implying that it is considered reasonable or affordable."|['good', 'price', '.']|[0. 0. 0. ... 0. 0. 0.]|0.8833094835281372|3.0|1|1|1|1
1|Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.|0.7833333333333333|0.9|0.9333333333333332|The explanations collectively indicate that the sentiment towards the subject is positive, with users expressing satisfaction, positive experiences, and praise for the device's functionality, engineering, and construction.|['everyth', 'work', 'first', 'tri', '.', 'devic', 'certainli', 'engin', 'clever', 'way', 'construct', 'feel', 'good', '.']|[0. 0. 0. ... 0. 0. 0.]|0.4865264892578125|4.0|0|0|1|1
1|I received it quickly and it works great!!|1.0|0.9|1.0|The reviews indicate a positive sentiment due to the user's satisfaction with the prompt delivery and product performance, expressed confidently with clear evidence.|['receiv', 'quickli', 'work', 'great']|[0. 0. 0. ... 0. 0. 0.]|0.9671630859375|1.0|1|1|1|1
1|Has been working great.|1.0|0.8833333333333333|0.9333333333333332|"The overall consensus is that the statement ""Has been working great"" is unanimously positive, expressing satisfaction and success with the item in question over a period of time."|['work', 'great', '.']|[0. 0. 0. ... 0. 0. 0.]|0.9723318219184875|4.0|1|1|1|1
0|As many people complained, I found this headset's microphone was very weak.|-0.6666666666666666|0.8333333333333334|0.9|The overall sentiment is negative as the users consistently state dissatisfaction with the headset's weak microphone.|"['mani', 'peopl', 'complain', ',', 'found', ""headset'"", 'microphon', 'weak', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.4403763711452484|0.0|0|0|1|0
0|My 5-year old Nokia 2160 from Tracfone holds the charge a lot better than this.|-0.7000000000000001|0.9|0.7666666666666666|The user is expressing dissatisfaction with the battery performance of their current phone in comparison to their previous Nokia, resulting in a negative sentiment.|['year', 'old', 'nokia', 'tracfon', 'hold', 'charg', 'lot', 'better', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3696189522743225|2.0|0|1|0|0
0|They do not care about the consumer one bit.|-0.8333333333333334|0.8666666666666667|0.9|The text expresses a strong negative sentiment towards the company's attitude and lack of concern for the consumer.|['care', 'consum', 'one', 'bit', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3503333628177643|1.0|0|0|0|0
1|This is a good battery, and it got here really fast.|0.8333333333333334|0.9|0.9333333333333332|"The user's prompt has expressed a positive sentiment towards the product and delivery, with mention of a ""good"" battery and ""fast"" delivery. The explanation is clear, concise, and accurately identifies the positive sentiment in the statement."|['good', 'batteri', ',', 'got', 'realli', 'fast', '.']|[0. 0. 0. ... 0. 0. 0.]|0.8511242270469666|3.0|1|1|1|1
0|The instruction manual is lacking.|-0.6999999999999998|0.8666666666666667|0.8333333333333334|"The overall sentiment towards the instruction manual is negative, as the word ""lacking"" implies a deficiency or inadequacy, leading to frustration or disappointment."|['instruct', 'manual', 'lack', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3571996390819549|3.0|0|0|0|0
1|Also its slim enough to fit into my alarm clock docking station without removing the case.|0.8666666666666667|0.8333333333333334|0.9|The overall sentiment of the explanations is that the user is satisfied with the slimness of the product and how it fits into their alarm clock docking station without needing to remove the case.|['also', 'slim', 'enough', 'fit', 'alarm', 'clock', 'dock', 'station', 'without', 'remov', 'case', '.']|[0. 0. 0. ... 0. 0. 0.]|0.4931176602840423|2.0|0|1|0|0
1|Phone now holds charge like it did when it was new.|0.7666666666666666|0.8666666666666667|0.8666666666666667|The statement reflects a positive sentiment regarding the phone's battery performance, as it suggests that the battery now holds a charge similar to when the phone was new, indicating improved functionality and satisfaction with the battery life.|['phone', 'hold', 'charg', 'like', 'new', '.']|[0. 0. 0. ... 0. 0. 0.]|0.4437564313411712|0.0|0|1|1|0
0|The battery is unreliable as well as the service use antena.|-0.6333333333333333|0.8333333333333334|0.7666666666666666|The average explanation highlights the negative sentiment expressed towards the unreliable battery and service antenna, indicating dissatisfaction with their performance.|['batteri', 'unreli', 'well', 'servic', 'use', 'antena', '.']|[0. 0. 0. ... 0. 0. 0.]|0.7649573087692261|2.0|1|1|1|1
0|It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).|-0.6666666666666666|0.8333333333333334|0.8333333333333334|The average explanation suggests that the sentiment of the text is negative due to the mentioning of discomfort and poor sound quality compared to other devices, with clear and specific details supporting the sentiment score.|['uncomfort', 'sound', 'qualiti', 'quit', 'poor', 'compar', 'phone', '(', 'razr', ')', 'previou', 'wire', 'headset', '(', 'plug', 'lg', ')', '.']|[0. 0. 0. ... 0. 0. 0.]|0.0946618914604187|0.0|0|0|0|0
1|We have gotten a lot of compliments on it.|0.7333333333333334|0.8666666666666667|0.8666666666666667|The explanations suggest that the speaker has received numerous compliments, indicating that the subject is well-liked and appreciated, resulting in a positive sentiment.|['gotten', 'lot', 'compliment', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3494965434074402|4.0|0|1|0|0
1|This is definitely a must have if your state does not allow cell phone usage while driving.|0.8833333333333333|0.8666666666666667|0.8666666666666667|The overall sentiment of the explanations is positive, as they highlight the product being highly recommended and beneficial for complying with laws related to cell phone usage while driving in certain states.|['definit', 'must', 'state', 'allow', 'cell', 'phone', 'usag', 'drive', '.']|[0. 0. 0. ... 0. 0. 0.]|0.293531596660614|4.0|1|1|1|1
0|I want my money back.|-0.7333333333333334|0.9|0.9|"The statement ""I want my money back"" has a consistently negative sentiment, implying dissatisfaction and a strong desire for a refund."|['want', 'money', 'back', '.']|[0. 0. 0. ... 0. 0. 0.]|0.2548089623451233|4.0|0|0|0|0
1|I love this device.|1.0|0.9|0.9666666666666668|"The explanations all highlight that the phrase ""I love this device"" expresses a strong positive sentiment with clear and unambiguous language, indicating a high level of satisfaction or enjoyment."|['love', 'devic', '.']|[0. 0. 0. ... 0. 0. 0.]|0.917712390422821|1.0|1|1|1|1
1|I am also very happy with the price.|1.0|0.9333333333333332|1.0|The explanations collectively indicate that the statement is highly positive, expressing satisfaction, happiness, and being very happy with the price.|['also', 'happi', 'price', '.']|[0. 0. 0. ... 0. 0. 0.]|0.8593003153800964|3.0|1|1|1|1
0|I ordered this product first and was unhappy with it immediately.|-0.8000000000000002|0.8666666666666667|0.9|The user's prompt reflects a strong negative sentiment, as they express dissatisfaction and unhappiness with the product immediately after ordering it.|['order', 'product', 'first', 'unhappi', 'immedi', '.']|[0. 0. 0. ... 0. 0. 0.]|0.294905424118042|2.0|0|0|0|0
0|The Ngage is still lacking in earbuds.|-0.1|0.8000000000000002|0.7333333333333334|The sentiment of the text is slightly positive, with a mention of the Ngage lacking in earbuds suggesting room for improvement, but overall, the tone is not strongly negative.|['ngage', 'still', 'lack', 'earbud', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3130395412445068|1.0|0|0|0|0
1|I was able to do voice dialing in the car with no problem.|0.8666666666666667|0.9|0.8333333333333334|Overall, the explanations show that the users had a positive experience using voice dialing in the car, without any difficulties or issues, leading to satisfaction with the feature.|['abl', 'voic', 'dial', 'car', 'problem', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3484028577804565|2.0|0|1|0|0
0|I have 2-3 bars on my cell phone when I am home, but you cant not hear anything.|-0.0333333333333333|0.7666666666666666|0.8000000000000002|The sentiment analysis indicates a slightly negative sentiment due to poor signal and inability to hear anything, but there is a slight positive sentiment due to the mention of having some cell phone signal.|['3', 'bar', 'cell', 'phone', 'home', ',', 'cant', 'hear', 'anyth', '.']|[0. 0. 0. ... 0. 0. 0.]|0.4673025608062744|2.0|0|0|0|0
1|good item, low price.|0.9333333333333332|0.9|0.9666666666666668|"The provided explanations all indicate that the prompt is positive due to the mention of a ""good item"" and ""low price"", which are indicators of a positive sentiment towards the purchase."|['good', 'item', ',', 'low', 'price', '.']|[0. 0. 0. ... 0. 0. 0.]|0.838264524936676|3.0|1|1|1|1
0|However-the riingtones are not the best, and neither are the games.|-0.5666666666666668|0.8000000000000002|0.8666666666666667|The text indicates a negative sentiment due to dissatisfaction with the quality of ringtones and games mentioned.|['however-th', 'riington', 'best', ',', 'neither', 'game', '.']|[0. 0. 0. ... 0. 0. 0.]|0.8468700051307678|1.0|1|1|1|1
0|The plug did not work very well.|-0.7333333333333334|0.8666666666666667|0.8333333333333334|"The list of explanations suggests that the phrase ""did not work very well"" indicates a negative sentiment as it implies dissatisfaction with the plug's performance, resulting in a negative sentiment score."|['plug', 'work', 'well', '.']|[0. 0. 0. ... 0. 0. 0.]|0.7982683777809143|3.0|1|1|1|1
0|AMAZON SUCKS.|-0.8666666666666667|0.9|0.5833333333333334|"The user's statement ""AMAZON SUCKS"" is identified as very negative and expresses strong dissatisfaction with Amazon."|['amazon', 'suck', '.']|[0. 0. 0. ... 0. 0. 0.]|0.350693017244339|2.0|0|0|0|0
0|Rip off---- Over charge shipping.|-0.7666666666666666|0.9|0.8000000000000002|"The text consistently expresses a negative sentiment, primarily indicated by the phrases ""rip off"" and ""over charge shipping"", reflecting dissatisfaction with pricing and shipping practices."|['rip', 'charg', 'ship', '.']|[0. 0. 0. ... 0. 0. 0.]|0.2471415847539901|0.0|0|1|0|0
1|VERY comfortable.|1.0|0.9|0.9333333333333332|"The explanation suggests that the phrase ""VERY comfortable"" indicates a high level of satisfaction and positive sentiment."|['comfort', '.']|[0. 0. 0. ... 0. 0. 0.]|0.8434613943099976|1.0|1|1|1|1
1|The battery is working well as a replacement for the original that came with the phone over 2 years ago.|0.7333333333333334|0.8333333333333334|0.8666666666666667|Overall, the explanations indicate a positive sentiment towards the battery, as it is working well as a replacement and has been functioning effectively for over 2 years.|['batteri', 'work', 'well', 'replac', 'origin', 'came', 'phone', 'year', 'ago', '.']|[0. 0. 0. ... 0. 0. 0.]|0.646596372127533|2.0|1|1|1|1
1|The reception is excellent!|1.0|0.9|1.0|"The statement expresses a highly positive sentiment with a strong indication of satisfaction, particularly emphasized by the use of the word ""excellent."""|['recept', 'excel']|[0. 0. 0. ... 0. 0. 0.]|0.7572600245475769|2.0|1|1|1|1
1|It fits comfortably in either ear, the sound is clear and loud, and the charge lasts a couple of days.|0.9333333333333332|0.9|0.9666666666666668|The explanations emphasize positive features of the product such as comfort, clear and loud sound, and long battery life, indicating an overall positive sentiment.|['fit', 'comfort', 'either', 'ear', ',', 'sound', 'clear', 'loud', ',', 'charg', 'last', 'coupl', 'day', '.']|[0. 0. 0. ... 0. 0. 0.]|0.6973681449890137|3.0|0|1|0|0
1|very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.|0.9|0.8666666666666667|0.8666666666666667|The statement is consistently positive as it emphasizes the superior sound quality and the convenience of sound control buttons on the headset, implying a positive user experience with the product.|['clear', ',', 'qualiti', 'sound', 'mess', 'sound', 'ipod', 'sinc', 'sound', 'button', 'headset', '.']|[0. 0. 0. ... 0. 0. 0.]|0.573755145072937|0.0|1|1|1|1
0|1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.|0.6999999999999998|0.8666666666666667|0.8666666666666667|The explanations suggest a positive sentiment due to the praise for the long-lasting battery, which implies convenience, efficiency, and higher satisfaction compared to flip phones.|['.', 'long', 'last', 'batteri', '(', 'recharg', 'frequentyli', 'flip', 'phone', ')', '2', '.']|[0. 0. 0. ... 0. 0. 0.]|0.1351518332958221|2.0|0|0|0|0
0|Obviously there is a problem with the adhesive.|0.1833333333333333|0.8333333333333334|0.5166666666666667|The overall sentiment of the statement is slightly positive, with an acknowledgment of a problem suggesting a negative aspect but also potential for a solution.|['obvious', 'problem', 'adhes', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3670703768730163|4.0|0|0|0|0
0|Very disappointing.|-0.8666666666666667|0.8666666666666667|0.9333333333333332|"The user expressed a strong negative sentiment with the phrase ""Very disappointing."" This conveys a great level of displeasure or letdown."|['disappoint', '.']|[0. 0. 0. ... 0. 0. 0.]|0.0962815359234809|3.0|0|0|0|0
0|It was an inexpensive piece, but I would still have expected better quality.|-0.0666666666666666|0.8000000000000002|0.7999999999999999|The sentiment of the text is slightly positive with some disappointment expressed about the quality of the item being mentioned.|['inexpens', 'piec', ',', 'would', 'still', 'expect', 'better', 'qualiti', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3038401901721954|2.0|0|0|0|0
0|It is practically useless and did not add any kind of boost to my reception after I bought it.|-0.8333333333333334|0.9|0.9|The majority of explanations indicate that the sentiment of the statement is highly negative, as the product is described as useless and ineffective in improving reception. The confidence in this negativity is also high, given the specific details provided.|['practic', 'useless', 'add', 'kind', 'boost', 'recept', 'bought', '.']|[0. 0. 0. ... 0. 0. 0.]|0.350693017244339|2.0|0|0|0|0
1|Excellent sound quality.|1.0|0.8666666666666667|1.0|The overall sentiment of the prompt is positive, as it consistently emphasizes the excellent sound quality and high level of satisfaction of the product.|['excel', 'sound', 'qualiti', '.']|[0. 0. 0. ... 0. 0. 0.]|0.9491493701934814|4.0|1|1|1|1
0|Was not happy.|-0.8333333333333334|0.8666666666666667|0.9|"The phrase ""Was not happy"" has a clear and unambiguous negative sentiment, earning a high explanation grade and confidence rating."|['happi', '.']|[0. 0. 0. ... 0. 0. 0.]|0.7759966254234314|0.0|1|1|1|1
0|A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!|-0.9|0.9|0.8000000000000002|"The text expresses a strong negative sentiment, with anger and dissatisfaction towards the product breaking after a short amount of time, as indicated by capitalized words, exclamation marks, and the use of words like ""junk"" and ""broke""."|['piec', 'junk', 'broke', 'phone', 'day']|[0. 0. 0. ... 0. 0. 0.]|0.1696753203868866|3.0|0|0|0|0
1|New Battery works great in phone.|0.9333333333333332|0.85|0.8666666666666667|The user's prompt expresses a highly positive sentiment by stating that the new battery works great in their phone, indicating a positive experience with the product.|['new', 'batteri', 'work', 'great', 'phone', '.']|[0. 0. 0. ... 0. 0. 0.]|0.9735499620437622|1.0|1|1|1|1
0|Worst customer service.|-0.9|0.9333333333333332|0.9|"The summary explanation is that the prompt ""Worst customer service"" has a highly negative sentiment, indicating a strongly negative and very poor experience with no ambiguity."|['worst', 'custom', 'servic', '.']|[0. 0. 0. ... 0. 0. 0.]|0.1697313487529754|0.0|0|0|0|0
1|I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).|0.7333333333333334|0.8666666666666667|0.8000000000000002|"The user demonstrates positive sentiment by expressing satisfaction with their phone's durability, despite having dropped it multiple times, even on concrete. The mention of ""knock on wood"" adds a touch of optimism for continued good luck."|"[""i'v"", 'drop', 'phone', 'time', 'say', ',', 'even', 'concret', 'phone', 'still', 'great', '(', 'knock', 'wood', ')', '.']"|[0. 0. 0. ... 0. 0. 0.]|0.866061806678772|1.0|1|1|1|1
0|Reception is terrible and full of static.|-0.8333333333333334|0.85|0.7999999999999999|"The average explanation suggests that the user expressed a highly negative sentiment (-0.8) due to their dissatisfaction with the ""terrible"" and ""static"" reception, which is supported by a high confidence rating (0.9)."|['recept', 'terribl', 'full', 'static', '.']|[0. 0. 0. ... 0. 0. 0.]|0.1698239594697952|1.0|0|0|0|0
1|Good audio quality.|0.9333333333333332|0.8666666666666667|0.9333333333333332|"The general consensus is that the phrase ""Good audio quality"" indicates a positive sentiment, as it implies high standards and satisfaction."|['good', 'audio', 'qualiti', '.']|[0. 0. 0. ... 0. 0. 0.]|0.5858099460601807|4.0|1|1|1|1
1|This little device has transformed my organizational capability and made my life a whole lot easier.|1.0|0.9|0.9666666666666668|The overall sentiment of the explanations is highly positive, with the device significantly improving the user's life and organizational capability, resulting in a high level of satisfaction and positivity.|['littl', 'devic', 'transform', 'organiz', 'capabl', 'made', 'life', 'whole', 'lot', 'easier', '.']|[0. 0. 0. ... 0. 0. 0.]|0.3571996390819549|3.0|0|1|0|0
0|I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.|0.1666666666666666|0.7666666666666666|0.8000000000000002|The overall sentiment of the explanations is slightly positive with a hint of neutral.|['sit', 'vehicl', ',', 'cradl', 'belt', ',', 'headset', 'lost', 'signal', '.']|[0. 0. 0. ... 0. 0. 0.]|0.350693017244339|2.0|0|0|1|0
0|Were JERKS on the phone.|-0.8000000000000002|0.9|0.7666666666666666|"The text strongly expresses a negative sentiment, using the word ""jerks"" and an overall negative tone, indicating frustration or anger when speaking to someone on the phone."|['jerk', 'phone', '.']|[0. 0. 0. ... 0. 0. 0.]|0.4447046518325805|1.0|0|1|0|0
1|Works like a charm.. Works as advertised.|1.0|0.9666666666666668|1.0|"The majority of the explanations indicate that the prompt expresses a highly positive sentiment regarding the product, highlighting its effectiveness and reliability with phrases like ""works like a charm"" and ""works as advertised."""|['work', 'like', 'charm', '.', '.', 'work', 'advertis', '.']|[0. 0. 0. ... 0. 0. 0.]|0.7370056509971619|2.0|1|1|1|1
1|Comfortable, Nice Range, Good Battery Life.|0.9333333333333332|0.9|0.9|The explanations consistently mention positive attributes like comfort, range, and battery life, reflecting a positive sentiment in the user's prompt.|['comfort', ',', 'nice', 'rang', ',', 'good', 'batteri', 'life', '.']|[0. 0. 0. ... 0. 0. 0.]|0.9037031531333924|1.0|1|1|1|1
0|Their network coverage in Los Angeles is horrible.|-0.8333333333333334|0.9|0.9333333333333332|"Overall, the explanations suggest that there is a strong consensus of negative sentiment towards the network coverage in Los Angeles, specifically using the word ""horrible"" as an indicator of dissatisfaction."|['network', 'coverag', 'lo', 'angel', 'horribl', '.']|[0. 0. 0. ... 0. 0. 0.]|0.2878184616565704|3.0|0|0|0|0
0|Excellent starter wireless headset.|1.0|0.8833333333333334|0.8333333333333334|"The prompt is consistently rated as positive due to the use of the word ""excellent"" and the mention of it being a ""starter"" wireless headset, indicating high satisfaction and suitability for beginners."|['excel', 'starter', 'wireless', 'headset', '.']|[0. 0. 0. ... 0. 0. 0.]|0.9051463603973388|4.0|1|1|1|1
0|The loudspeaker option is great, the bumpers with the lights is very ... appealing.|0.8333333333333334|0.8333333333333334|0.8666666666666667|"The sentiment score is positive because the user expresses enthusiasm and satisfaction with the loudspeaker option and finds the bumpers with lights appealing, indicating a positive perception of these features. Additionally, the use of positive adjectives like ""great"" supports the overall positive sentiment."|['loudspeak', 'option', 'great', ',', 'bumper', 'light', '...', 'appeal', '.']|[0. 0. 0. ... 0. 0. 0.]|0.955618977546692|3.0|1|1|1|1
0|The only thing that I think could improve is the sound leaks out from the headset.|0.1333333333333333|0.7666666666666666|0.8000000000000002|The sentiment of the explanations is generally positive, with some minor concerns about sound leakage from the headset.|['thing', 'think', 'could', 'improv', 'sound', 'leak', 'headset', '.']|[0. 0. 0. ... 0. 0. 0.]|0.2369243502616882|4.0|0|0|0|0
